% Model:              nanorod_3d_placa.mph
% Version:            COMSOL 5.2.0.166
% Date:               Oct 7 2019, 14:47
% Dimension:          3
% Nodes:              1147
% Expressions:        3
% Description:        Arrow volume
% X                       Y                        Z                        VectorX                  VectorY                  VectorZ
-9.999999999999999E-5     5.000000000000002E-5     2.0E-4                   0                        -1.826632765308999E-5    1.0986866255342881E-5
-4.999999999999998E-5     5.000000000000002E-5     2.0E-4                   0                        -1.8138129607036256E-5   1.0976755790479864E-5
2.710505431213761E-20     5.000000000000002E-5     2.0E-4                   0                        -1.807133000985954E-5    1.0970713821601324E-5
5.000000000000002E-5      5.000000000000002E-5     2.0E-4                   0                        -1.8131867344366582E-5   1.1006181189012552E-5
1.0000000000000002E-4     5.000000000000002E-5     2.0E-4                   0                        -1.8310360284951147E-5   1.1173158860558415E-5
1.5000000000000004E-4     5.000000000000002E-5     2.0E-4                   0                        -1.8384442614302515E-5   1.1323262632372596E-5
-9.999999999999999E-5     1.0000000000000002E-4    2.0E-4                   0                        -2.3677608147633313E-5   2.008421687122838E-5
-4.999999999999998E-5     1.0000000000000002E-4    2.0E-4                   0                        -2.3589664514541823E-5   1.998635838452097E-5
2.710505431213761E-20     1.0000000000000002E-4    2.0E-4                   0                        -2.355616650469369E-5    1.9921279778965875E-5
5.000000000000002E-5      1.0000000000000002E-4    2.0E-4                   0                        -2.362128766990298E-5    1.9994588579280456E-5
1.0000000000000002E-4     1.0000000000000002E-4    2.0E-4                   0                        -2.374078586886056E-5    2.0164771340028886E-5
-4.999999999999998E-5     1.5000000000000004E-4    2.0E-4                   0                        -3.095292211877589E-5    2.8811318919891112E-5
2.710505431213761E-20     1.5000000000000004E-4    2.0E-4                   0                        -3.095968190384215E-5    2.8930067438155066E-5
5.000000000000002E-5      1.5000000000000004E-4    2.0E-4                   0                        -3.097705529914059E-5    2.88675849843122E-5
-4.999999999999998E-5     -1.5E-4                  2.5E-4                   0                        -3.29783336220928E-5     -3.9611715362205166E-5
2.710505431213761E-20     -1.5E-4                  2.5E-4                   0                        -3.285524209894009E-5    -3.9579268405046115E-5
5.000000000000002E-5      -1.5E-4                  2.5E-4                   0                        -3.313676735978951E-5    -3.963146024539702E-5
-9.999999999999999E-5     -9.999999999999999E-5    2.5E-4                   0                        -2.783249811478728E-5    -2.5190285711415573E-5
-4.999999999999998E-5     -9.999999999999999E-5    2.5E-4                   0                        -2.779305823745139E-5    -2.4922258956569858E-5
2.710505431213761E-20     -9.999999999999999E-5    2.5E-4                   0                        -2.7788025841321547E-5   -2.485766019601541E-5
5.000000000000002E-5      -9.999999999999999E-5    2.5E-4                   0                        -2.777754923244248E-5    -2.4912271895819646E-5
1.0000000000000002E-4     -9.999999999999999E-5    2.5E-4                   0                        -2.7977458131997728E-5   -2.506890843378608E-5
-1.5E-4                   -4.999999999999998E-5    2.5E-4                   0                        -2.623527629877771E-5    -1.1809268421173184E-5
-9.999999999999999E-5     -4.999999999999998E-5    2.5E-4                   0                        -2.612986036261393E-5    -1.1642405536835302E-5
-4.999999999999998E-5     -4.999999999999998E-5    2.5E-4                   0                        -2.6046254812064987E-5   -1.1447890040642513E-5
2.710505431213761E-20     -4.999999999999998E-5    2.5E-4                   0                        -2.597444173493885E-5    -1.1427518007383066E-5
5.000000000000002E-5      -4.999999999999998E-5    2.5E-4                   0                        -2.6045878910347373E-5   -1.1450543065952763E-5
1.0000000000000002E-4     -4.999999999999998E-5    2.5E-4                   0                        -2.6196246269397214E-5   -1.1511221299290288E-5
1.5000000000000004E-4     -4.999999999999998E-5    2.5E-4                   0                        -2.6317031381689154E-5   -1.157320483263168E-5
-1.5E-4                   2.710505431213761E-20    2.5E-4                   0                        -2.735666651559852E-5    1.0397628067424876E-6
-9.999999999999999E-5     2.710505431213761E-20    2.5E-4                   0                        -2.731869356365923E-5    1.149717778086947E-6
-4.999999999999998E-5     2.710505431213761E-20    2.5E-4                   0                        -2.7237285310252366E-5   1.2437874746193475E-6
2.710505431213761E-20     2.710505431213761E-20    2.5E-4                   0                        -2.7206711230453628E-5   1.2078503618021802E-6
5.000000000000002E-5      2.710505431213761E-20    2.5E-4                   0                        -2.7185967701076448E-5   1.1468339806704892E-6
1.0000000000000002E-4     2.710505431213761E-20    2.5E-4                   0                        -2.737239764415371E-5    1.2013421269566748E-6
1.5000000000000004E-4     2.710505431213761E-20    2.5E-4                   0                        -2.743393542858224E-5    1.2223385080220202E-6
-1.5E-4                   5.000000000000002E-5     2.5E-4                   0                        -3.1086822163239826E-5   1.3168685514045663E-5
-9.999999999999999E-5     5.000000000000002E-5     2.5E-4                   0                        -3.105969972051806E-5    1.3100250955761709E-5
-4.999999999999998E-5     5.000000000000002E-5     2.5E-4                   0                        -3.0979047631214534E-5   1.312034668218256E-5
2.710505431213761E-20     5.000000000000002E-5     2.5E-4                   0                        -3.096052019826958E-5    1.3116359484570952E-5
5.000000000000002E-5      5.000000000000002E-5     2.5E-4                   0                        -3.096594562216009E-5    1.3157898994938069E-5
1.0000000000000002E-4     5.000000000000002E-5     2.5E-4                   0                        -3.107404037570461E-5    1.328392163883017E-5
1.5000000000000004E-4     5.000000000000002E-5     2.5E-4                   0                        -3.1014764391018924E-5   1.3316867925321662E-5
-9.999999999999999E-5     1.0000000000000002E-4    2.5E-4                   0                        -3.6887052434522145E-5   2.468432040331079E-5
-4.999999999999998E-5     1.0000000000000002E-4    2.5E-4                   0                        -3.683298467169117E-5    2.463601165819697E-5
2.710505431213761E-20     1.0000000000000002E-4    2.5E-4                   0                        -3.682026874777923E-5    2.4644457341423657E-5
5.000000000000002E-5      1.0000000000000002E-4    2.5E-4                   0                        -3.684450089541893E-5    2.4702257821459045E-5
1.0000000000000002E-4     1.0000000000000002E-4    2.5E-4                   0                        -3.688745000117843E-5    2.4746473901990224E-5
-4.999999999999998E-5     1.5000000000000004E-4    2.5E-4                   0                        -4.4607228401689504E-5   3.587971172902919E-5
2.710505431213761E-20     1.5000000000000004E-4    2.5E-4                   0                        -4.456923889322392E-5    3.583902149165629E-5
5.000000000000002E-5      1.5000000000000004E-4    2.5E-4                   0                        -4.461694456304251E-5    3.5884738974815676E-5
-4.999999999999998E-5     -1.5E-4                  3.0000000000000003E-4    0                        -4.5366331265638956E-5   -4.9515618082830424E-5
2.710505431213761E-20     -1.5E-4                  3.0000000000000003E-4    0                        -4.536116486842065E-5    -4.919523652563241E-5
5.000000000000002E-5      -1.5E-4                  3.0000000000000003E-4    0                        -4.535406532375271E-5    -4.9420911303383264E-5
-9.999999999999999E-5     -9.999999999999999E-5    3.0000000000000003E-4    0                        -4.132174951110561E-5    -3.198819712148275E-5
-4.999999999999998E-5     -9.999999999999999E-5    3.0000000000000003E-4    0                        -4.121511921470157E-5    -3.169647804129163E-5
2.710505431213761E-20     -9.999999999999999E-5    3.0000000000000003E-4    0                        -4.1103833376413196E-5   -3.1695422346313434E-5
5.000000000000002E-5      -9.999999999999999E-5    3.0000000000000003E-4    0                        -4.116450107299133E-5    -3.172288610020239E-5
1.0000000000000002E-4     -9.999999999999999E-5    3.0000000000000003E-4    0                        -4.138496040135272E-5    -3.195511705784289E-5
-1.5E-4                   -4.999999999999998E-5    3.0000000000000003E-4    0                        -4.042905913266965E-5    -1.5861004161184844E-5
-9.999999999999999E-5     -4.999999999999998E-5    3.0000000000000003E-4    0                        -4.044851971148944E-5    -1.563752641459065E-5
-4.999999999999998E-5     -4.999999999999998E-5    3.0000000000000003E-4    0                        -4.038288945676772E-5    -1.5486146709508037E-5
2.710505431213761E-20     -4.999999999999998E-5    3.0000000000000003E-4    0                        -4.0333087932343097E-5   -1.5382683561360977E-5
5.000000000000002E-5      -4.999999999999998E-5    3.0000000000000003E-4    0                        -4.037324024852615E-5    -1.545750914526073E-5
1.0000000000000002E-4     -4.999999999999998E-5    3.0000000000000003E-4    0                        -4.048156733845809E-5    -1.5581406023058787E-5
1.5000000000000004E-4     -4.999999999999998E-5    3.0000000000000003E-4    0                        -4.052639171223073E-5    -1.571628855365339E-5
-1.5E-4                   2.710505431213761E-20    3.0000000000000003E-4    0                        -4.246235484259318E-5    -3.3048897414297543E-7
-9.999999999999999E-5     2.710505431213761E-20    3.0000000000000003E-4    0                        -4.2450135422954184E-5   -2.38684477860868E-7
-4.999999999999998E-5     2.710505431213761E-20    3.0000000000000003E-4    0                        -4.239498998550188E-5    -1.0207251316952874E-7
2.710505431213761E-20     2.710505431213761E-20    3.0000000000000003E-4    0                        -4.233332814768314E-5    -8.970045502894483E-8
5.000000000000002E-5      2.710505431213761E-20    3.0000000000000003E-4    0                        -4.235703914799083E-5    -1.3315261738378027E-7
1.0000000000000002E-4     2.710505431213761E-20    3.0000000000000003E-4    0                        -4.2376687125569146E-5   -1.19228016891395E-7
1.5000000000000004E-4     2.710505431213761E-20    3.0000000000000003E-4    0                        -4.243261093702669E-5    -2.2768081076340746E-7
-1.5E-4                   5.000000000000002E-5     3.0000000000000003E-4    0                        -4.683299466107777E-5    1.4367446546789202E-5
